key,m,z,b,x
901,1|3,0|1,0|1,0|1
15217,0|1,0|0,0|0,1|2
14012,2|2,0|0,0|0,0|1
13984,0|2,0|0,0|0,0|1
12410,0|3,0|1,0|0,1|2
13492,0|0,0|0,0|0,1|2
11883,0|2,0|0,0|0,0|2
10939,1|4,0|1,2|2,1|1
10447,1|5,0|0,2|3,2|4
14615,1|2,0|0,1|1,2|3
17960,0|0,0|0,0|0,1|1
17251,0|1,0|0,0|1,1|2
15889,0|5,0|1,1|2,0|1
17216,1|4,1|2,1|1,0|1
18712,0|4,0|0,1|1,0|2
20845,1|3,0|0,0|0,0|1
15859,1|1,0|1,0|0,2|3
7459,0|0,0|0,0|0,2|2
9555,2|2,0|1,0|0,1|1
7454,0|1,0|1,0|0,1|1
8274,2|5,0|0,0|0,1|1
8265,3|5,0|0,0|0,1|1
6326,0|1,0|0,0|0,2|2
6670,0|2,0|1,0|0,1|1
9992,1|3,0|0,1|1,1|2
6292,0|1,1|1,0|0,1|2
8277,0|2,0|0,0|0,2|2
6291,0|0,0|1,0|0,1|1
7445,1|1,0|1,0|0,1|1
7497,1|1,0|0,0|0,0|1
7451,2|2,1|1,0|0,3|3
7471,0|2,1|1,0|0,1|1
6697,0|3,0|0,0|0,3|3
6673,0|5,0|2,0|0,0|1
7056,3|3,0|1,1|1,0|0
8681,1|3,0|1,0|0,3|3
5505,2|3,1|1,1|1,1|1
4805,0|4,2|4,1|1,1|1
5944,1|4,0|1,0|0,1|1
5916,0|1,1|2,1|1,1|1
4103,3|6,0|1,0|0,0|1
5517,0|6,0|3,0|0,0|0
4452,0|2,0|1,1|1,1|1
2757,4|8,0|0,1|1,0|0
4791,2|3,0|0,0|0,0|0
5895,1|5,0|0,0|0,1|1
2767,8|8,1|3,1|3,3|5
3782,5|7,1|1,0|0,0|0
18009,0|5,0|0,0|0,0|1
15888,1|4,0|0,1|2,1|1
20198,0|3,0|0,0|0,0|3
21527,0|2,0|0,0|1,0|2
16543,1|3,0|0,0|1,0|1
10000106,4|5,2|2,0|0,2|3
522,5|5,1|1,0|0,1|1
3086,5|8,0|0,0|1,3|3
5906,0|0,0|0,0|0,2|2
4449,1|6,0|0,0|0,1|1
5555,0|5,0|0,0|1,2|2
5936,0|3,0|1,0|0,2|3
3443,3|5,0|1,0|1,1|1
2467,3|8,0|2,0|1,0|0
884,3|5,1|1,0|1,2|2
10441,0|3,0|1,1|1,0|1
12971,1|3,0|1,1|1,0|1
13468,0|4,0|1,0|1,0|1
13444,0|5,1|1,0|1,0|0
12383,1|3,1|3,0|1,0|0
12948,0|3,1|1,0|1,0|1
10920,1|4,0|0,1|1,1|1
11409,0|2,0|1,0|1,0|2
15218,0|0,0|0,1|1,0|0
12391,1|5,0|0,1|1,0|0
12951,0|2,0|0,0|1,1|2
13483,2|4,0|2,0|1,1|1
12978,3|4,0|0,1|1,1|1
12985,4|5,2|2,1|2,1|1
13494,1|2,0|0,1|2,1|1
10460,0|0,0|0,1|1,2|2
10935,1|5,0|0,1|1,0|0
9571,0|3,0|0,2|2,0|0
6321,0|1,0|0,0|1,1|2
6315,0|4,0|0,0|1,0|1
8271,2|4,0|0,1|1,1|2
8706,0|1,0|0,1|1,0|0
1857,2|4,0|2,0|1,1|2
10000563,11|11,1|1,0|1,1|2
2454,0|2,0|1,0|1,1|1
2154,0|4,1|2,0|2,1|3
9984,0|1,0|1,0|0,0|0
7889,0|2,0|2,0|0,0|2
8704,1|1,1|1,0|0,2|2
6716,1|2,0|2,0|0,0|0
8279,1|1,0|1,0|0,0|0
9151,2|3,0|1,0|0,0|0
8691,1|1,0|1,0|0,1|1
5923,0|4,0|1,1|1,0|0
5516,1|6,0|1,0|1,0|0
3083,1|4,0|1,0|0,0|0
3762,3|3,0|1,1|1,1|2
4808,0|0,0|1,0|0,0|0
4089,4|5,0|1,1|1,2|2
3432,5|9,0|1,0|0,1|2
5140,0|2,0|1,0|0,1|1
5142,0|4,0|1,0|0,0|0
5930,2|3,0|1,0|0,0|0
2778,1|5,0|1,0|1,0|0
2766,1|5,1|3,1|3,2|6
4101,1|4,0|1,1|3,0|0
2781,1|3,0|1,0|0,0|0
4777,0|4,0|1,0|0,0|0
5137,1|7,0|2,0|0,3|3
3429,4|5,0|1,0|0,0|4
3095,2|3,1|2,0|0,0|1
4107,2|7,0|0,0|1,0|2
5932,0|6,0|0,0|1,0|0
2783,1|3,0|0,0|1,0|1
4440,4|7,0|1,1|1,2|3
3076,2|2,0|0,2|2,1|2
5136,3|3,0|0,1|1,1|1
3072,3|3,0|0,0|1,0|1
2760,1|1,1|1,1|1,0|0
2768,3|5,0|2,1|2,3|4
5146,0|1,0|0,0|1,0|0
3071,5|7,0|1,1|1,0|0
5931,1|4,0|0,1|1,1|1
4785,1|3,0|0,0|2,0|3
3440,0|4,0|1,0|1,0|1
5558,0|4,0|0,1|2,0|1
3437,0|6,0|0,0|2,0|1
5898,3|5,0|0,1|1,0|0
542,0|2,0|0,0|0,0|1
10000850,6|6,2|2,1|1,2|2
1556,6|7,0|1,0|1,0|0
1844,5|6,1|3,1|1,0|0
2785,5|9,0|0,0|0,0|1
4784,2|7,0|0,0|0,2|3
4104,1|5,0|1,0|1,0|0
5549,0|3,0|0,0|0,1|1
4792,2|4,0|0,0|0,1|1
4427,2|4,0|0,0|1,0|0
5946,1|7,0|0,0|0,0|0
4790,1|5,0|1,0|0,0|0
3420,2|3,0|0,0|1,0|0
5143,1|2,0|0,0|0,1|2
5909,0|6,0|0,0|0,1|1
4455,0|1,0|0,0|0,1|2
3417,4|9,0|0,0|0,1|1
3419,8|10,1|1,0|0,1|1
5911,0|3,0|0,0|0,1|1
3084,1|3,0|0,0|1,0|2
4464,4|6,0|1,0|0,0|0
4806,3|12,0|1,0|1,0|1
5927,1|6,0|0,0|0,0|0
7470,0|1,0|0,0|0,1|1
7494,0|2,0|0,0|0,0|1
6720,1|1,0|1,0|0,3|3
7848,0|2,1|1,0|0,2|2
6672,1|4,0|0,0|0,0|2
7059,1|2,0|0,0|0,0|0
7475,1|4,0|0,0|0,0|0
7857,2|3,0|0,0|0,0|0
9969,2|4,0|0,0|0,1|2
6271,3|3,1|1,0|0,1|2
9136,4|4,1|1,0|0,2|2
1229,4|6,1|2,0|0,1|1
2140,5|6,0|1,0|1,0|0
1238,0|5,0|0,0|0,0|1
1000059,6|8,3|3,0|1,3|3
899,5|7,2|2,0|0,1|1
7105,0|1,0|0,1|1,0|0
9986,0|2,0|1,0|0,0|1
6296,0|4,0|0,0|0,0|1
9584,0|2,0|1,0|0,0|0
6304,0|2,0|0,0|0,1|2
10000,2|3,2|3,0|0,0|0
14597,1|3,0|0,0|0,1|1
12381,0|5,0|0,0|0,1|1
13485,1|3,0|0,0|0,1|2
13982,0|1,0|0,0|0,0|0
12428,3|4,0|0,0|0,2|2
10467,0|4,0|1,0|0,0|2
14574,0|4,0|0,1|1,1|1
15211,2|5,0|0,0|0,1|3
14007,1|4,0|0,0|0,1|2
13443,2|2,0|0,0|0,0|0
13977,2|2,0|1,1|1,2|2
14602,1|4,0|0,1|1,0|1
11381,1|5,0|0,0|0,0|0
13442,2|2,1|1,0|0,1|1
12955,4|6,1|1,0|0,0|0
12972,1|2,0|1,0|0,0|0
12418,0|4,0|0,0|0,0|0
11841,1|2,0|0,1|1,0|0
10448,3|5,0|0,1|3,2|2
13456,2|4,0|0,0|0,0|1
13981,1|4,0|0,0|0,0|0
13994,1|4,0|0,1|1,0|2
10437,0|4,0|0,0|0,1|1
14593,0|3,0|0,0|0,0|2
13450,1|2,0|0,0|0,1|1
13453,0|3,0|0,0|0,0|1
11840,0|3,0|0,0|0,0|1
15240,1|3,0|0,0|0,0|1
11371,2|5,0|0,0|0,0|1
10459,1|2,0|0,1|3,0|1
11847,1|6,0|1,1|1,1|1
11401,0|3,0|0,0|0,0|0
15210,2|5,0|0,1|1,0|0
11412,0|1,0|0,0|0,0|0
14592,0|4,0|0,1|1,0|1
10463,0|5,0|0,1|1,0|0
13975,0|2,1|2,0|0,0|0
13470,1|3,0|1,0|0,0|1
13985,2|5,0|0,0|0,2|3
18003,0|3,0|1,0|1,0|0
15864,3|5,0|1,3|3,0|5
21519,0|4,0|0,0|0,0|1
16536,1|5,0|0,0|0,0|1
20804,0|2,0|1,0|0,0|0
20178,3|4,0|1,0|0,0|0
20826,7|7,0|1,0|0,0|0
20149,0|5,0|0,0|0,0|1
20807,0|6,0|1,0|0,0|0
22175,0|4,0|0,0|1,1|2
20190,0|1,0|0,0|0,0|0
17999,0|1,0|0,0|0,0|0
18743,0|5,0|0,0|0,0|1
16535,1|4,0|0,0|0,0|0
21496,0|2,0|0,0|0,0|1
21522,1|4,0|0,0|0,0|0
22173,4|4,0|0,0|0,1|1
16529,1|4,0|0,0|0,0|0
21518,1|4,0|1,0|1,0|0
22179,0|10,0|1,0|1,0|1
22160,0|4,0|0,1|1,2|3
18698,3|3,0|0,0|0,0|0
16532,4|4,0|1,0|0,1|1
21484,0|5,0|0,0|0,0|0
17224,1|5,0|0,0|1,1|2
17986,2|7,0|1,0|0,0|0
15898,2|3,1|1,0|1,1|1
18717,1|6,0|0,0|0,0|1
20824,2|3,0|1,0|0,0|1
17259,0|2,0|0,0|0,1|3
17983,1|3,0|0,0|0,0|1
20833,0|5,1|1,0|1,0|2
22181,1|4,0|0,0|0,0|1
19470,0|3,0|0,0|1,0|0
19456,0|4,0|0,0|0,0|0
18004,2|2,0|0,0|0,0|1
17226,2|2,0|0,0|0,1|1
21510,0|1,0|0,0|1,0|1
21521,3|4,0|0,0|0,2|2
22196,0|5,0|0,0|0,0|0
17243,1|3,0|1,0|0,1|1
17257,1|3,0|1,0|0,1|1
16527,0|3,0|1,0|0,0|1
20196,0|2,0|0,0|0,0|0
20812,2|6,0|0,0|0,1|1
22182,2|6,0|0,0|0,0|0
20816,2|7,0|0,0|0,2|2
15860,1|3,0|0,0|0,0|1
16562,0|3,0|0,0|0,0|1
20192,2|4,0|1,0|0,2|2
22188,0|2,0|0,0|0,0|1
21486,4|4,0|0,0|0,1|1
22194,0|2,0|1,0|0,0|1
21529,1|2,0|0,0|0,1|1
17990,0|3,0|0,0|0,0|1
21505,1|4,0|0,0|0,0|0
18716,1|3,0|0,1|1,1|1
20813,1|5,0|1,1|1,0|0
19451,1|5,0|0,0|0,0|1
20805,0|4,0|0,0|0,0|0
16549,2|5,0|0,0|0,0|0
16533,0|2,0|0,0|0,2|2
21513,0|6,0|0,0|0,1|2
18693,2|6,0|1,0|0,1|1
17955,3|5,1|1,0|0,0|0
16560,0|1,0|0,0|0,2|2
20846,2|5,0|2,0|0,0|1
19432,2|5,0|0,0|0,1|1
19439,1|3,0|0,0|0,0|0
22162,1|2,0|0,0|0,0|0
18728,1|3,0|0,0|0,2|3
17253,1|2,0|0,0|0,1|1
15885,1|1,1|1,1|2,3|3
20847,2|7,0|0,0|1,0|0
19449,1|3,0|0,0|0,1|1
20151,2|8,0|0,0|0,0|1
17995,0|1,0|0,1|1,0|0
18722,1|4,0|0,0|0,1|2
19441,1|3,0|0,0|0,0|0
15858,1|2,0|0,0|0,0|0
22166,0|2,0|0,0|0,0|0
20161,0|4,0|0,0|1,0|0
17239,0|3,0|0,0|0,0|0
22191,0|1,1|1,0|0,1|1
16569,1|4,0|0,0|0,0|1
20840,1|4,0|0,0|0,0|1
16570,0|4,0|2,0|0,0|0
19457,1|6,0|1,0|0,0|1
18008,0|6,0|0,0|0,0|0
21491,1|5,1|2,0|0,0|0
18699,1|3,1|1,0|0,0|0
17979,2|4,0|0,1|1,0|0
20186,0|3,0|1,0|0,0|0
16552,0|2,0|0,0|0,0|2
17982,1|4,0|0,0|0,0|0
21520,1|1,0|0,0|0,0|0
21512,0|4,0|1,0|0,0|1
20163,0|2,0|0,0|0,0|0
15904,0|3,0|0,1|1,0|0
5156,1|3,0|0,0|1,0|0
5543,0|4,0|0,0|0,0|0
5506,0|5,1|1,0|0,1|1
5540,0|7,0|0,0|0,0|2
3773,0|4,0|0,0|0,0|0
5553,0|3,1|1,0|0,0|1
5529,1|4,0|0,1|1,1|1
2762,1|6,0|0,0|1,0|0
2758,4|5,1|1,0|0,1|1
3074,2|5,0|1,0|0,0|0
4093,0|4,0|1,0|0,0|2
5913,0|6,0|1,0|1,0|1
5531,2|7,0|0,0|1,0|0
5904,0|1,0|1,0|1,1|1
5947,0|7,0|0,0|1,2|2
4797,2|3,0|0,0|0,0|0
3422,5|6,0|0,0|0,0|0
2772,1|8,1|3,0|1,3|4
10000308,2|3,2|2,0|0,0|1
1860,2|7,0|1,0|0,0|0
1235,0|10,0|1,0|0,0|0
100001016,9|10,1|2,0|0,0|0
911,0|5,0|0,0|0,0|1
2165,3|8,0|0,0|0,2|2
10000484,5|9,3|3,0|0,0|0
2157,2|5,0|2,0|0,0|2
893,4|4,0|0,0|0,2|2
1555,3|8,0|0,0|1,0|0
10000435,1|6,1|2,0|0,0|2
1553,2|7,0|0,0|0,0|0
10000775,3|4,2|2,0|0,0|0
2451,1|4,1|2,1|1,0|0
10000429,4|8,1|1,0|0,1|2
10000193,6|8,1|2,2|2,4|6
1850,4|6,0|0,0|0,1|1
1546,7|8,2|2,0|1,0|1
9998,0|2,0|0,0|0,0|0
9146,2|3,0|0,0|0,0|0
8710,0|1,0|2,0|0,0|0
9132,0|2,0|0,1|1,0|0
6698,1|2,0|1,0|0,0|0
9138,0|1,0|0,0|0,2|2
6285,0|3,1|1,0|0,0|0
8250,1|3,0|0,0|0,0|0
8248,1|2,0|0,0|0,0|0
6722,0|4,0|0,2|2,0|0
6661,1|1,0|0,0|0,0|0
8718,0|3,0|0,0|0,0|0
7097,1|4,1|1,0|0,0|0
7456,1|4,0|0,0|0,3|3
6680,0|1,0|0,1|1,0|0
8273,1|4,0|0,0|0,1|1
8714,1|3,0|2,0|0,1|1
9983,0|3,0|1,0|0,1|2
7882,0|1,0|0,0|0,1|1
6270,3|5,0|1,0|0,2|3
9964,3|4,0|0,0|0,3|3
9963,0|1,0|0,0|0,0|0
9979,0|5,0|1,0|0,0|1
13466,3|3,0|0,0|0,1|2
11374,4|6,0|0,0|0,2|2
13474,2|2,0|0,0|0,0|1
14008,0|5,0|0,0|0,0|1
11882,0|1,0|0,0|0,0|1
12422,1|3,1|1,0|0,0|1
12979,0|2,0|0,0|1,0|1
14587,1|4,0|0,0|0,0|1
3091,0|2,0|1,2|2,1|1
5528,0|4,0|0,0|1,1|1
2771,0|4,0|2,0|1,2|5
3760,2|6,0|2,0|0,0|1
5138,3|5,1|1,0|0,2|2
22168,0|3,0|1,1|1,1|1
19427,0|3,0|0,0|0,2|2
21503,0|5,0|1,1|1,0|1
19434,1|3,0|0,0|0,2|2
19455,1|2,0|0,0|0,0|2
18002,1|2,0|0,0|0,1|2
18730,3|3,0|0,0|0,1|1
3424,1|2,0|0,0|0,1|2
2761,2|3,0|0,0|0,2|2
2788,1|1,1|1,0|0,1|1
4813,1|5,0|0,0|0,2|3
1843,7|7,1|2,0|0,1|1
1247,4|5,0|1,0|1,0|1
488,6|7,1|2,0|0,1|2
7077,0|2,0|0,0|0,2|3
8683,1|3,0|0,0|0,1|1
6659,1|2,0|1,0|0,1|1
6266,2|4,1|1,0|0,4|6
9993,0|1,0|0,0|0,1|2
9135,0|0,0|0,0|0,2|2
10000901,5|6,1|2,0|1,0|1
10000114,4|6,1|1,3|6,5|6
1551,2|7,0|2,0|0,0|3
1245,1|4,0|5,0|0,0|2
10000159,3|7,2|3,0|4,2|7
2789,0|2,1|1,0|0,1|2
5534,1|5,0|0,0|0,2|3
4812,2|7,0|0,0|0,2|2
4108,4|5,0|0,0|0,1|1
15227,1|2,0|0,0|0,0|2
12374,2|5,0|0,0|0,1|2
10442,2|2,0|0,0|0,4|4
10473,1|3,0|0,0|0,0|1
14613,3|3,1|1,0|0,2|2
12402,0|1,0|0,0|0,0|1
12974,2|3,0|1,0|0,1|2
12989,0|1,0|2,0|0,1|3
15873,0|3,0|0,1|2,1|2
17229,1|2,0|0,0|0,1|2
15897,0|2,0|0,0|1,0|3
20155,2|2,0|0,0|0,1|1
15868,1|2,0|2,3|3,1|4
19444,2|2,1|1,1|1,1|1
16547,0|5,0|0,0|0,0|1
17993,3|6,1|1,0|0,1|2
18723,0|2,0|0,0|0,1|2
17246,1|2,0|0,1|1,0|1
533,5|5,0|0,0|0,2|2
10000650,8|9,0|0,0|0,2|3
10000214,1|4,2|2,1|2,1|6
906,4|5,1|2,0|0,0|2
1536,6|10,0|2,0|0,0|4
1231,6|7,0|2,0|0,0|1
10000597,4|6,0|1,0|0,0|3
1552,4|9,0|1,0|0,2|2
21497,0|4,0|0,0|0,0|2
16539,2|8,0|0,0|0,0|1
17214,2|4,0|0,1|1,1|2
21498,0|3,0|0,0|0,0|1
21485,0|1,0|0,1|1,0|2
5554,5|5,0|0,0|0,2|2
2773,2|5,2|3,0|1,3|5
3428,2|4,0|0,0|0,2|2
4451,1|4,0|0,0|0,0|1
8713,0|3,0|0,0|0,0|1
8702,0|2,0|2,0|0,0|2
7487,0|1,0|1,0|0,2|2
9148,1|2,0|0,0|0,1|1
9134,1|1,0|0,0|0,2|2
7088,1|5,0|0,0|0,1|2
6660,0|3,1|1,0|0,3|3
17234,1|3,0|0,0|0,1|2
20836,0|3,0|0,0|0,0|1
21478,0|3,0|0,0|0,1|1
15853,3|4,0|0,0|0,0|0
17964,1|2,0|0,0|0,0|0
3772,0|3,0|2,0|0,0|1
883,4|6,0|2,0|0,0|0
895,3|4,0|1,0|0,0|0
2443,3|5,0|3,0|0,0|0
532,2|8,0|3,0|0,0|1
10000984,6|8,1|2,0|0,0|0
1840,2|9,0|1,0|0,0|0
17966,1|1,1|1,1|1,0|0
20171,4|4,0|0,1|1,1|1
19452,1|3,0|0,1|1,0|0
16567,0|2,0|1,0|1,0|1
20839,0|3,1|1,0|1,0|0
18739,0|3,0|0,1|1,0|0
21516,0|0,0|1,0|1,0|0
3101,0|3,0|0,0|0,0|0
5925,2|2,0|0,0|0,0|0
3771,0|6,0|0,0|0,0|1
2787,0|3,1|1,1|1,0|0
5547,2|5,0|0,0|0,1|1
5891,0|2,0|0,0|0,0|1
4794,6|7,0|0,0|0,0|0
3763,1|2,0|0,0|0,0|0
5910,0|3,0|0,0|1,0|3
4787,1|6,0|0,0|0,0|0
5921,1|7,0|0,0|1,0|0
3780,0|7,0|0,0|0,0|0
3421,6|6,0|0,0|0,2|2
5940,0|6,0|1,0|0,0|1
5519,0|4,0|1,0|0,0|0
2776,3|7,0|2,0|1,0|1
7500,1|1,0|0,0|0,1|1
7859,1|2,0|0,1|1,1|1
6667,0|0,0|1,0|0,1|1
6717,0|1,0|0,0|0,0|1
6302,1|1,0|0,0|0,1|1
18000,0|2,0|0,0|0,1|1
15875,0|1,0|0,1|2,1|1
16545,1|4,0|0,0|0,1|1
18726,4|4,0|0,0|0,1|1
17971,1|2,0|0,1|1,2|2
18744,2|2,0|0,1|1,1|2
16538,1|4,0|0,0|0,1|1
15903,1|2,0|0,1|1,1|1
17985,5|5,0|0,0|0,1|1
17981,0|1,0|0,0|0,2|2
2159,4|6,0|0,0|0,0|1
10000882,2|4,0|0,0|0,0|2
907,0|2,0|2,0|0,0|1
1000087,6|9,0|4,0|0,0|1
10000367,5|5,2|3,0|0,0|2
541,1|3,0|1,0|0,0|1
17951,1|2,0|0,0|0,1|1
17232,0|2,0|0,0|0,1|2
20197,0|4,1|2,0|1,1|1
21514,0|0,0|0,0|0,1|1
20160,0|4,0|1,0|0,1|1
17984,1|1,0|0,0|0,1|1
16530,3|3,0|0,0|0,2|2
20165,1|2,0|0,0|0,1|2
17258,0|1,0|1,0|0,2|2
20175,1|3,0|1,0|0,0|1
9982,4|5,0|0,0|0,1|1
6723,0|3,0|0,0|0,1|1
6718,0|0,0|0,0|1,2|2
7054,0|5,0|1,1|1,2|2
5524,0|4,0|1,0|0,1|1
3774,1|5,1|1,1|2,1|1
2756,9|9,0|0,0|0,3|3
14015,0|3,0|0,0|0,0|1
11861,1|1,0|0,0|0,0|0
13486,0|2,0|0,0|0,0|2
12373,1|3,0|0,0|0,0|0
13458,2|4,0|0,0|0,1|1
15201,7|7,2|2,0|0,1|1
12984,3|4,1|1,0|0,0|1
10475,2|2,0|0,0|0,0|0
12400,1|2,0|0,1|1,1|2
6305,0|2,0|0,0|0,3|3
8680,5|5,0|0,0|0,1|1
9144,3|5,0|0,0|0,2|2
7461,0|3,0|1,0|0,0|0
2763,2|6,0|0,1|1,0|2
5917,2|5,0|0,0|0,0|0
8698,0|2,0|0,0|0,1|2
7844,3|3,0|0,0|0,2|2
6289,1|1,1|1,0|0,0|0
6322,0|2,0|0,0|0,0|1
7047,3|3,0|0,1|1,0|0
6283,5|8,1|1,0|0,2|3
7853,1|1,0|1,0|0,0|0
7865,1|4,0|0,0|0,0|0
9994,1|7,0|1,0|0,1|2
888,3|3,3|3,0|0,1|1
15203,2|3,1|1,0|0,2|2
14001,0|2,0|1,1|1,0|0
12991,0|2,0|2,0|0,1|1
10478,2|3,2|2,0|0,1|2
12421,0|1,0|1,0|0,0|0
11839,0|2,0|1,0|0,2|2
11397,1|3,0|1,0|0,0|0
14606,0|1,1|1,0|0,0|0
12411,0|1,1|1,0|2,0|0
11372,0|2,0|1,0|1,0|0
13491,0|3,0|1,0|1,0|1
14594,0|1,0|1,1|1,0|0
15214,1|2,0|1,1|1,1|1
15241,5|5,0|1,0|0,0|0
13493,0|4,1|1,0|0,1|1
8705,1|1,1|2,0|0,1|1
7053,0|2,0|1,0|0,0|0
8716,1|3,1|2,0|0,0|0
7842,0|0,1|1,0|0,0|0
7448,1|1,1|1,0|0,0|0
6714,0|2,0|1,0|0,0|1
8690,2|3,1|1,0|0,1|1
6290,1|1,1|2,1|1,0|0
7840,0|0,2|2,0|0,1|1
9161,0|3,0|1,0|0,0|0
8276,0|3,0|1,0|0,0|0
2141,5|5,1|2,0|0,3|3
10000789,4|6,1|1,0|0,3|3
10000570,9|9,1|1,0|1,1|1
1845,1|1,0|1,0|0,1|4
14611,0|3,1|2,0|0,0|0
13476,0|5,0|0,0|0,1|1
12992,0|5,0|0,0|0,0|0
15902,0|5,0|0,0|0,1|1
17231,0|1,1|1,0|0,1|2
20803,1|2,0|0,0|0,1|2
7104,0|3,0|0,0|0,0|1
7492,3|4,0|0,0|0,0|0
8264,0|4,0|1,0|0,1|2
15869,4|4,0|1,3|3,1|3
17249,0|5,0|1,0|0,0|0
16559,0|2,0|0,1|1,0|1
1865,1|4,0|2,0|0,0|0
2459,2|5,0|2,1|1,0|1
2468,1|3,0|2,0|0,0|0
10000321,5|7,1|3,0|0,1|1
10000550,3|6,3|4,0|0,0|1
1540,0|3,0|1,0|0,1|1
1249,7|8,2|3,0|1,0|2
10000943,1|2,3|3,0|0,1|1
1241,1|1,1|2,0|1,0|2
2447,1|2,0|3,0|2,0|1
543,2|2,2|2,1|1,0|0
10000245,0|5,1|2,2|2,2|4
1847,2|7,0|1,0|0,0|1
2155,1|4,0|1,0|0,0|0
1866,1|3,0|1,0|0,0|1
18733,0|2,0|2,0|0,0|2
18740,0|1,0|1,1|1,0|0
5546,0|4,0|0,1|1,0|0
4796,1|7,0|1,0|0,0|0
2775,4|6,0|0,0|0,0|0
5900,2|7,0|0,0|0,0|0
5924,1|10,0|0,0|1,0|0
3768,5|5,0|0,0|0,0|0
4803,2|6,0|0,0|0,0|0
5152,4|4,0|0,0|0,0|0
5508,4|4,0|0,0|0,1|1
3079,3|6,0|0,1|1,0|0
2779,2|4,0|1,0|0,0|0
7442,1|2,0|2,0|0,1|1
7498,1|2,0|0,0|0,1|1
9588,1|5,0|0,0|0,1|2
9556,1|3,0|0,0|0,0|0
7485,0|2,0|0,0|0,2|2
6306,0|2,0|2,0|0,1|1
9997,2|6,0|0,0|0,0|2
6663,0|4,0|0,0|0,0|0
19454,0|1,0|0,0|0,1|1
4788,4|4,0|0,1|1,0|1
4086,3|3,0|0,0|0,0|1
4102,2|3,0|0,0|0,0|0
6711,0|3,0|0,0|0,0|0
7876,2|3,0|2,0|0,0|0
7868,0|2,0|0,0|0,0|0
7096,2|2,1|1,0|0,0|0
7046,5|6,0|0,0|0,2|2
6708,1|5,0|0,0|0,1|1
9568,1|1,0|0,0|0,0|0
10000580,5|7,1|1,0|0,0|0
1853,1|7,0|2,0|0,0|0
1851,2|4,1|1,0|0,0|0
10000756,3|4,4|4,0|0,0|0
1243,3|4,0|2,0|0,0|1
1534,5|5,1|1,0|0,0|0
2151,4|5,1|2,0|0,1|1
1839,3|7,0|2,0|0,1|1
3444,1|5,0|0,1|1,0|1
9591,0|2,0|0,0|0,0|2
9580,1|2,0|0,1|1,1|1
6674,1|2,0|1,0|0,1|1
7103,0|3,0|0,0|0,0|1
6295,1|4,1|1,0|0,0|0
9162,1|2,0|0,0|0,0|0
6676,1|1,0|1,0|0,0|1
7483,1|3,0|0,0|0,1|2
4446,1|6,0|0,0|3,0|1
3098,3|3,0|0,1|1,1|1
3088,0|4,0|0,0|1,0|1
5943,0|3,0|0,0|0,0|1
5548,0|2,0|1,0|1,0|3
4082,1|2,0|0,0|0,0|1
3081,4|5,1|1,1|1,0|0
15900,2|2,0|0,0|1,1|1
15973,8|8,0|0,0|0,2|2
16548,1|5,1|1,0|0,1|1
20844,0|4,0|0,0|0,0|1
17956,0|1,0|0,0|0,0|1
17217,2|3,0|0,0|0,0|1
20820,0|2,0|0,0|0,0|2
18742,0|2,0|0,0|1,1|2
21495,0|3,0|1,0|0,0|1
1250,1|4,0|0,0|1,0|1
10000412,0|0,3|4,0|1,0|2
1554,0|5,0|2,0|1,0|1
6690,1|4,0|1,0|0,1|1
7087,1|5,0|0,0|0,0|2
4099,1|4,1|1,0|0,0|0
5912,0|3,0|2,0|0,0|0
3761,3|4,1|1,1|2,0|0
4439,0|3,0|2,0|0,0|1
2780,2|2,1|1,0|0,1|1
4098,3|4,0|0,0|1,1|1
12427,0|1,0|1,0|0,1|2
11887,0|4,0|0,0|0,0|1
11857,2|2,0|0,0|0,1|1
12382,1|2,0|0,1|1,1|2
13978,2|4,1|1,0|0,0|1
3085,5|5,0|0,0|0,0|0
3099,4|8,0|0,0|0,0|0
4447,3|4,0|0,0|0,0|0
5148,2|6,4|5,0|0,1|1
4444,3|7,0|0,0|0,0|2
4460,2|3,0|0,0|1,1|1
3087,0|3,0|1,0|0,0|2
4786,5|6,1|2,1|1,1|1
5164,2|7,0|0,0|1,0|2
5135,2|2,0|1,0|0,0|0
4799,0|3,0|0,0|0,0|1
5914,0|4,0|0,0|0,0|0
3759,3|6,0|0,0|0,1|1
10000327,8|8,1|1,0|0,1|2
6273,0|3,0|1,2|3,1|2
6287,0|2,0|1,0|1,0|1
7843,1|2,0|0,1|1,0|0
5139,3|8,0|0,0|0,0|1
4085,2|6,0|1,0|0,0|0
14584,0|3,0|0,1|1,1|2
2453,6|6,1|1,0|0,0|0
5504,2|4,0|0,1|1,0|0
4467,2|2,0|0,2|2,2|2
12431,0|3,0|0,0|0,0|1
15236,3|3,0|0,0|0,1|1
15220,1|2,0|0,0|0,1|1
10464,2|2,0|0,0|0,0|0
10919,1|4,0|0,0|0,0|0
11407,1|4,0|1,0|0,0|1
10449,0|4,0|0,1|3,0|2
10456,1|2,1|1,1|1,0|0
14591,2|4,0|0,1|1,0|0
13997,1|1,0|0,0|0,0|0
10461,1|5,2|2,0|0,0|1
13490,1|4,0|0,0|0,1|1
15207,1|2,1|1,0|0,0|0
10000166,2|5,0|1,1|2,1|4
4793,4|4,1|1,0|0,0|0
16553,0|6,0|0,0|0,1|1
15893,1|2,0|0,0|1,1|1
19436,1|1,0|0,0|0,0|0
19429,4|4,0|0,1|1,1|1
