artist,title,key,song_url,year
Tracy Chapman,Give Me One Reason,3774,21e293c4edf7cc7134436e5ac63705e18cc306da,1996
Keith Sweat,Nobody,3775,d571efb9ae9e8dc367efe40d1de5ef0d79bd0127,1996
Quad City DJ's,C'Mon N' Ride It ,3776,b72fc3a3ce445d52f9226d0baa82d55492927818,1996
LL Cool J,Loungin',3777,7fe451d0a466a5481a778f17528a2c68e4fac466,1996
New Edition,Hit Me Off,3778,3f24544113a4cc1fbd33f4969694691af065d66a,1996
Alanis Morissette,Ironic,3779,37b77ae55408ab2bc2e46759c9c4ddd823d33fc0,1996
Merril Bainbridge,Mouth,3780,c2cebf6c0f58daffb641c75c0dbf96a319439f8f,1996
R. Kelly,Down Low ,3781,4eef9e9a32d46f75d5f42bfbda8ca9a6e3374087,1996
Joan Osborne,One Of Us,3782,342895668897425d206045a910f3a3bf7869c9d9,1996
2 Pac,California Love,3792,ca5dbeef42619bd61e5ef642d4069b8ca5b078f7,1996
Mariah Carey,One Sweet Day,4082,8df74dd38c5d1ada2b22ca0e74d8a5c94dea4d2f,1995
Mariah Carey,Fantasy,4083,e21e6540a41559957c02ec623c620c03646686ae,1995
TLC,Waterfalls,4084,0d6910587f1e6081f7016d8bc2ec7ab94cf5f0fe,1995
Madonna,Take A Bow,4085,ac77377ff8a8f26a26306310d8d5d791051740c8,1995
Montell Jordan,This Is How We Do It,4086,d91fd875a55720a79cdc4848807d42c688ffd531,1995
Bryan Adams,Have You Ever Really Loved A Woman?,4087,9586016e392d352c0a3ab2ca010ed5bba8be0fdb,1995
TLC,Creep,4088,c3ce84cfd8685cd2e64591819f55492332dd3007,1995
Coolio,Gangsta's Paradise,4089,48b5db8fc733af67cb187842a1589358607d046c,1995
Seal,Kiss From A Rose,4090,829c43d9ebc35befea511e6009adf5a115eba387,1995
Whitney Houston,Exhale ,4091,262074b4e93b82e30cd8d5b6a664a33608691df3,1995
Michael Jackson,You Are Not Alone,4092,eb425858b5b246592c171386d2582b4193daa915,1995
Soul For Real,Candy Rain,4093,1ac4c4fe643046b2675f3701649cba380d61f9f7,1995
Monica,Don't Take It Personal,4094,9b2778d76c956ade5e409a47bf77f101d41da15c,1995
TLC,Red Light Special,4095,b8bde0d8633281c9e1e6fb990e631148fff85889,1995
"Notorious B.I.G., The",One More Chance-Stay With Me,4096,5057163191b2c2ed240eb9a1ce7d92be29ffc15e,1995
Adina Howard,Freak Like Me,4097,4109e2654f907e8b9bcf2541fdf0c2445080b632,1995
Boyz II Men,Water Runs Dry,4098,51c6f36e6c2e7ac98a44f8619aa84fc5d951d380,1995
Nicki French,Total Eclipse Of The Heart,4099,6a5d0e19ebc021505553a09b1fc0207ab700c96f,1995
LL Cool J,Hey Lover,4100,910dc85ea59eb8f6d23bc6437829ea81d91c4f88,1995
Janet Jackson,Runaway,4101,9954a34f995f30f27906dbf7f3a5d0c3847aaf46,1995
Shaggy,Boombastic,4102,cad2b944f23c1fb436b2efbda6d0f32dfb4a94a8,1995
Real McCoy,Run Away,4103,cc906a283abdff0845fe27353f37ad1bf63a4233,1995
Method Man,I'll Be There For You,4104,865501acfa300c09faa28b32def8fa66ab50be44,1995
Brandy,Baby,4106,8095d08a3fe839b39dceffbb1ff14fff20d0d117,1995
R. Kelly,You Remind Me Of Something,4107,52ed17cf1d253b67283b83e2bd73e6810b0b3376,1995
Vanessa Williams,Colors Of The Wind,4108,6ace901fb2789a15cdfc7ddee114e794eff2bee7,1995
"Notorious B.I.G., The",The What,4427,a9bed6a04432ac1dd1116ab547934bb31ef6b0ab,1995
Boyz II Men,I'll Make Love To You,4439,f4021f3c7740c488657326915837c4d40fdd9002,1994
All-4-One,I Swear,4440,2b3d3e4358e20b245736b6f250fb1445da8e7c6b,1994
Ace Of Base,The Sign,4441,304efabb42448c99202a7659e43b502a6324d981,1994
Boyz II Men,On Bended Knee,4442,b3d4561dc4480fe5d6173dff634c1af4b261802b,1994
Celine Dion,The Power Of Love,4443,75434b31d8ebc0f94d9c886e3217c5574759a137,1994
R. Kelly,Bump N' Grind,4444,9fcf4a7c804be2a56ab26b18ca755be8a0a68afe,1994
Lisa Loeb and Nine Stories,Stay,4445,395ea5f63e7c0375529493a5f4bf5c58a8ff73f0,1994
Bryan Adams,All For Love,4446,e5b6be21c01902ddc2d4ec485eb253062ae9d70f,1994
Ini Kamoze,Here Comes The Hotstepper,4447,f319b2eb443e43c8b52785d96f79a047ef7315d7,1994
Sheryl Crow,All I Wanna Do,4448,00f422a1672b978feb97b4cfb3eefc616c780cff,1994
Madonna,I'll Remember,4449,75c3ccd04bf7976aa0a6c104a14e897ffd8c1758,1994
Warren G,Regulate,4450,5883361a0af57827d8f7bb78688bf5ea0709551f,1994
Janet Jackson,"Any Time, Any Place",4451,29eab5dff8ffd284d53108e6cf1989c1c7f7f799,1994
Luther Vandross,Endless Love,4452,ba68333e1c4293761f3552bec9b9c99ef908df22,1994
Real McCoy,Another Night,4453,f0198c59e0a03b567e437bb43c0359c0ca9fb13a,1994
Mariah Carey,Without You,4454,44a2b4866d8409efb403abfeaf2f59811aafaa32,1994
Coolio,Fantastic Voyage,4455,6df67ad565f7d863316d5a595e65d56fa2c96014,1994
Toni Braxton,Breathe Again,4456,7be71eda5ed3a8133e2540864444eb67d58c8720,1994
Salt 'N Pepa,Whatta Man,4457,811cec484ebddee5ce49d00035abbe30c70d352a,1994
John Mellencamp,Wild Night,4459,d8bf6d854832f500d7ff9bc5b067459c73c36455,1994
Madonna,Secret,4460,5270002eb39df75231cee210c658ff30552ef565,1994
Changing Faces,Stroke You Up,4461,fe29d7ee0de7e1f0f081524d8af6fa752e1109cd,1994
Bon Jovi,Always,4462,d8bbcd55a6d916544c2732147bc4f70fc9d223a8,1994
Babyface,When Can I See You,4463,1ca817b8df82e027ec7df44b036a12fd7412d456,1994
Ace Of Base,Don't Turn Around,4464,066d505cab66a5f50468971c5e3f8906a2a122ff,1994
Crash Test Dummies,Mmm Mmm Mmm Mmm,4465,a8eb6c1e0d2ebbb4c937cafd372db25da70fb699,1994
Enigma,Return To Innocence,4466,99d443c1e0fbb23f1bd61ef9ea6c36622aa24581,1994
Elton John,Can You Feel The Love Tonight,4467,34e77ace78027ddcd62bf3c65c604e5f3a0dc9cb,1994
Janet Jackson,And On And On,4777,ab67fe7c12bcaf655aed6d640c00e4166df58998,1994
Mariah Carey,Never Forget You,4778,e13280aa8f1c322611c1bba85a5561bd923bc301,1994
Mariah Carey,Dreamlover,4784,ba2a62270ae31307f97a35aa768f1be4377e9317,1993
Janet Jackson,That's The Way Love Goes,4785,68969e0bc964398309acb927a792947a20e61bc0,1993
UB40,Can't Help Falling In Love,4786,c1e595f7fd1853a3fbf15b5e568c4f76c4686999,1993
Snow,Informer,4787,88e3c88cd83a7ee5bdbfb361fb9fce12b2e2e653,1993
Meat Loaf,I'd Do Anything For Love ,4788,887db036ca0e35c29e63f89c47685855695042e3,1993
Mariah Carey,Hero,4789,cc03494b6954237706d6f2ac7b9ce189014f840a,1993
Silk,Freak Me,4790,fd24ab056ce09fb6be1dc15946c441c65eac0fd8,1993
SWV,Weak,4791,fefc542eab30c632ba5bbf6624dd051d377b4b39,1993
Janet Jackson,Again,4792,87a27e3f12678c363031f4cc23a6db7a9b7af49d,1993
Peabo Bryson and Regina Bell,A Whole New World,4793,492332856589fcd07e714f7156add4006bc03323,1993
Tag Team,Whoomp! There It Is,4794,056674ff7f920e72f49bc0bef2a8ec760bae0a9f,1993
Ace Of Base,All That She Wants,4795,7e9994d654624d318608c9d46b1734ec552f040f,1993
SWV,Right Here ,4796,2e10fc709c55a4c5e136c075da1c27f6aae1c9ae,1993
Dr. Dre,Nuthin' But A G Thang,4797,970d6ad50f3987f5a2bea10e5ce607acb9fb27d9,1993
Xscape,Just Kickin' It,4798,70114690c1f632858b43f7d29c336acde23500e3,1993
H-Town,Knockin' Da Boots,4799,31a29825958c27382d124cb249ca24c093d5430f,1993
Boyz II Men,In The Still Of The Nite ,4800,53d755b03a861d45a7978b6107047ca56366ce0d,1992
Duran Duran,Ordinary World,4801,d7a6e8b920757839b9920d300f29b02ce0172ce8,1993
Billy Joel,The River Of Dreams,4802,ddc79ec18d01d3e1bf318b60fffc1dd735702490,1993
Vanessa Williams and Brian McKnight,Love Is,4803,a39b98aff688ef4e219f1ec3a0223f25e199f815,1993
"Proclaimers, The",I'm Gonna Be ,4804,a5e44c043b4e27c01ee92be422224edd2a222f34,1993
Whitney Houston,I Have Nothing,4805,c0f4dcce1ca7f6142d709185db1ffa44ff2d4d4a,1993
Janet Jackson,If,4806,4a8b1ae7a53c26df7b9964a7eaf7686cd9f3bfa4,1993
D.R.S.,Gangsta Lean,4807,ff323398b974a90340c179736ed6c84585c47cef,1993
Shanice,Saving Forever For You,4808,d227194dc335ec472d895fe68ec790b3fcd0ffb6,1993
Jodeci,Lately,4809,153e3cedd329229982760efaa8c4f80fdd4b4712,1993
Whitney Houston,I'm Every Woman,4810,35c63cbe4e3ce454a7c5cfe4b0c73a96867104d2,1993
Jade,Don't Walk Away,4811,cf3f2976e43742ca2208af7f85da65be8060d93e,1993
Salt 'N Pepa,Shoop,4812,6ea01a0df08070e49ebc16fcfcca0b9b9ec74e83,1993
Onyx,Slam,4813,75f56714c412e5aaf614eda002e60694c795056d,1993
Whitney Houston,I Will Always Love You,5133,91e6d3e0b48cda2f3a1b2391a1c1384fbf73b8a8,1992
Boyz II Men,End Of The Road,5134,fbf2f9ef71dadac541ac4ba5f9fb58724a656847,1992
Kris Kross,Jump,5135,048216266ed154b08ed225829b61aaaaff8e5b93,1992
Sir Mix-A-Lot,Baby Got Back,5136,480e280491c57d11253bc75b64fd57a39cc851fb,1992
Vanessa Williams,Save The Best For Last,5137,5ecc22b28fa52700668c0f76aa63bdc593ddcc38,1992
Right Said Fred,I'm Too Sexy,5138,37530f88dc9014309da9561203f9b53404801e44,1992
Mr. Big,To Be With You,5139,2ededc1fcb7703f45f966aacf4df72803d235a21,1992
"Heights, The",How Do You Talk To An Angel,5140,a52b81ef3c2a591b78e9139d725f97f5bf65dd38,1992
Mariah Carey,I'll Be There ,5141,d2e96d185d8eaee638ac780e0a1ac34e85fde9f0,1992
Color Me Badd,All 4 Love,5142,f3fc36fb3cb3e12753936c9351e27922da7ca3c5,1991
George Michael,Don't Let The Sun Go Down On Me,5143,5b030d6dd95a91096f8d5bbe84a9eef1af25a3ee,1992
Madonna,This Used To Be My Playground,5144,7ae8225da79feeee00a784067afe5ea30f44341b,1992
Shai,If I Ever Fall In Love,5145,f8679341ce6fad07820e619655c25eb36babd7cc,1992
TLC,Baby-Baby-Baby,5146,6bdeea0782171070e4685da2ae8e73f4f252f431,1992
Patty Smyth,Sometimes Love Just Ain't Enough,5147,d77e12079edb32bc4c853a2dbbc7ceeadfd5c012,1992
Eric Clapton,Tears In Heaven,5148,6db51a706aa23e959e1f3ee27f26848ec81ff812,1992
Wreckx-N-Effect,Rump Shaker,5149,0116694c2096f9f662c6f6b818b3ae113d40e569,1992
En Vogue,My Lovin' ,5150,5d8d1f7fe6368ceedc942ec7787cfc157a772a11,1992
Shanice,I Love Your Smile,5151,2fd2a1c6e0878bd2b868e4ff28f0298930d883d0,1992
Red Hot Chili Peppers,Under The Bridge,5152,5c052c976f9ad6610a1e8daf79e467e1e3943632,1992
Mariah Carey,Can't Let Go,5153,3aa283f776cce8d6499d49fe343e8b5b096464c5,1992
Queen,Bohemian Rhapsody,5154,d1ff0ba5c5538ca2c50b808aab2278253c98b038,1975
PM Dawn,I'd Die Without You,5155,a4edf28cc7bb10a9a13af287edb3a99f69315bb3,1992
Michael Jackson,Remember The Time,5156,900f644f1c0fac46930083cb771013ef9cf50144,1992
Bobby Brown,Humpin' Around,5157,2342ff8f5fd8666417e58672cf43578eaf36bd71,1992
House Of Pain,Jump Around,5158,8c0563c907c9415db2c1f73220340325d27dd84d,1992
Guns N' Roses,November Rain,5159,883fa31e3f6655c31c05e3a4608a65cfbc7f35b9,1992
Atlantic Starr,Masterpiece,5160,e5a63d31634daddda7baa685f5b18d268b761999,1992
Prince,Diamonds And Pearls,5161,52f8dacf740b7234587935fb3a5b7007ee8a4c48,1992
Madonna,Erotica,5162,536244cabd7ac5d6935f26212bc2d80ae39321ee,1992
Billy Ray Cyrus,Achy Breaky Heart,5163,0b11157c03d457a32d327fb6c942613f8698756a,1992
Joe Public,Live And Learn,5164,016c78e6c5a052e553be1e376050b7f7ec2a786b,1992
Celine Dion,If You Asked Me To,5165,9f10dcd82c71de7ad218e4f3255909fdf2e6f865,1992
Bryan Adams,Everything I Do I Do It For You,5504,680038cc4d33e89190e6b0396cbcfcb01997b74e,1991
Michael Jackson,Black Or White,5505,2b6e89f6ad480deed492b01d5a63aabeaa6af1ff,1991
Paula Abdul,Rush Rush,5506,1da8792e1843e40c23c07d948c52283e23744a9c,1991
Mariah Carey,Emotions,5507,624f527e18435ffac1f6cc9cbbeb8e5c29a112cc,1991
C and C Music Factory,Gonna Make You Sweat,5508,8809090087222fbaa7caafad18bde2dcece52be3,1991
Surface,The First Time,5509,39763e70d927012a66d32d24369df8e30101cccc,1991
Mariah Carey,I Don't Wanna Cry,5510,69ed1d3359aba6cfaf30b75c40591aead5066334,1991
Madonna,Justify My Love,5511,a1243597b564c41037189d9cf3104e0a7e980a1c,1990
Amy Grant,Baby Baby,5512,35ed49f1969a376e6191c06e3784d3c0394e3211,1991
Whitney Houston,All The Man That I Need,5514,675ece9d91f2282eab2fbb0f5b73f9e5e17b5987,1991
Mariah Carey,Someday,5515,c3ea5a7e4dd31d39e9ba5eb915d77d348aeae743,1991
Color Me Badd,I Adore Mi Amor,5516,cbc69620f4ef2ded0bf32f04a9908c7a33346965,1991
Gloria Estefan,Coming Out Of The Dark,5517,1d12691e2240047d38e61389a15065858e49641c,1991
Extreme,More Than Words,5518,7abf6271ae55ef917b2f66eed0b1b6fce3e447db,1991
Hi-Five,I Like The Way ,5519,7c2e855149bd5c7a20d83fc25d3cdfa1d0c8f402,1991
Timmy T,One More Try,5520,16171da642a36ad94258314810ee6496e2eb4ff3,1991
EMF,Unbelievable,5521,100923e4697ba0166202b319e90ad1b79aeaff5e,1991
Michael Bolton,When A Man Loves A Woman,5522,e4d4610481df3eda39c82ee0bb99e4e8b4d3facd,1991
PM Dawn,Set Adrift On Memory Bliss,5523,dfeb3ccbe5a2ef7b85b1043fff52ef05b56a2a74,1991
Karyn White,Romantic,5524,9b4255f758ce6bc4930c1b0c2d0ae618dea82ff8,1991
Janet Jackson,Love Will Never Do ,5525,f5dad842d5fcc3ac6957beb60f5f33334a9ea285,1991
Marky Mark and The Funky Bunch,Good Vibrations,5526,d502c5fa63d28442808779a3832524b4fb1c44fa,1991
Wilson Phillips,You're In Love,5527,5233aef0f1715ee779fd532c59428c50d61dcdcf,1991
Roxette,Joyride,5528,9a84b9d4d4b0ac68b383e785709e9e748b90b0aa,1991
Londonbeat,I've Been Thinking About You,5529,118a8e88b5224a174eda65537c31609129e1afd2,1991
Paula Abdul,The Promise Of A New Day,5530,51ada9834fdd4a330b7a2cdad0294db6baa8ec3c,1991
Boyz II Men,It's So Hard To Say Goodbye To Yesterday,5531,8ae9d10362f5502327325764937583f1531c2a9b,1991
Color Me Badd,I Wanna Sex You Up,5532,3b705c4912b5e8c63847ad4acee5a0af0f1587ee,1991
Cathy Dennis,Touch Me ,5534,9ace75367b2a388d240d3305d169beda54576d21,1991
Jesus Jones,"Right Here, Right Now",5536,23e46a68cf8e82dd6423b80ecddd062049b6c763,1991
Bryan Adams,Can't Stop This Thing We Started,5537,06fa96d3c2bb0b2e0979e506636e79c5786b55a7,1991
Amy Grant,Every Heartbeat,5538,a43cdd8d5f4180830e405b8f705ada974f26a778,1991
Lenny Kravitz,It Ain't Over Til It's Over,5539,46b6f96e04697113cbbb3daa09fba0a842967ea4,1991
Roxette,Fading Like A Flower ,5540,e98dc651e6d3ecaf979417cfadc14c49d69095a3,1991
Boyz II Men,Motownphilly,5541,2b2e33489d75fbe0273c57d904e86ff42da9e6e7,1991
Damn Yankees,High Enough,5542,7fe0f809efe4aad54b93608c5628eb9af7e375c9,1991
Tara Kemp,Hold You Tight,5543,afadb909fcef78c63305b719874eb2657ec7d979,1991
C and C Music Factory,Here We Go,5544,ca7f9da37054a460150857b60512fd1ac2973440,1991
Tracie Spencer,This House,5545,34047855119c8ef23293945a1fd11b46e1a544e1,1991
Styx,Show Me The Way,5546,acb5a277e94949862df2ee39e7a13185415fb9ae,1991
DJ Jazzy Jeff and The Fresh Prince,Summertime,5547,cb75ee4897fc0b3b87899db590ed4014a74e5216,1991
Ralph Tresvant,Sensitivity,5548,06c304a18297135ee7d1934a2c887d64296332cc,1991
Michael Bolton,Love Is A Wonderful Thing,5549,db5655ef8ba09a80938bc7bc6c90bdcbe301ad6a,1991
Luther Vandross,Power Of Love,5550,6a693f4cd6d98883550c87c4ae1f78c769eba92d,1991
Extreme,Hole Hearted,5551,12761881a64419822110f5ed471fd3553ad3f556,1991
Celine Dion,Where Does My Heart Beat Now,5552,bb3ba9b986c82d88a40d57b4d3e1d2cb086f74d8,1991
C+C Music Factory,Things That Make You Go Hmmmm,5553,82bf9ef1db965a237e3dd894bb1e3a8e8bad5beb,1991
R.E.M.,Losing My Religion,5554,8a98c07f6174db8c19a6409b6ebb043e3c78f2e8,1991
Scorpions,Wind Of Change,5555,f71fca9a3686352ce0f0c56348cd5a7f9cce5c26,1991
diVINYLS,I Touch Myself,5556,3b4e89c4505dd9d794f7f0237364e59dd088174b,1991
Vanilla Ice,Play That Funky Music,5557,4311f7e0b19b65dd4e13f0a4ae9dd2c3e32e62cd,1991
Jesus Jones,"Real, Real, Real",5558,61ca42db635a6eb74d2124311818ec5e0c54886e,1991
Stevie B,Because I Love You ,5889,ea043130fd76315c5c2055dc5fd26d13efa27a26,1990
Sinead O'Connor,Nothing Compares 2 U,5890,d3d51a64abe6631de32c396b92366e950c3bd320,1990
Mariah Carey,Vision Of Love,5891,56b04e8d581ac11089e4759784c8e5f358374ea9,1990
Madonna,Vogue,5892,6f927c9da5cde0a408a6f939d07174e83e1fa2fc,1990
Janet Jackson,Escapade,5893,5a2e94cb2088d7e985bb5cd0fd136e18eab35627,1990
Mariah Carey,Love Takes Time,5894,8f28ec1b3f4da9158850a262d54d40ac78472426,1990
Paula Abdul,Opposites Attract,5895,ba73457d84da4051a85f63bdc0fe550bba22eea8,1990
New Kids On The Block,Step By Step,5896,0b23851ebbbd4b356a96b9c100f08d3896503027,1990
Michael Bolton,How Am I Supposed To Live Without You,5897,a8fe7b8c8bafc38142aac088943887ad54695b72,1990
Roxette,It Must Have Been Love,5898,a76b97080dee3bd95b1fb99b592910c976fd55f3,1990
Alannah Myles,Black Velvet,5899,95abdfdeddbab5212c6a95f04a95aabb1e3f2dbe,1990
Wilson Phillips,Release Me,5900,6dca940a9fd19ea6333ddaa67ce03955c01299cd,1990
Glenn Medeiros,She Ain't Worth It,5901,62c4747cd9febed9f3c7e8f4071c3365a6b82be7,1990
Wilson Phillips,Hold On,5902,9aea9e36875f3fd4c26c57a2c801f7b4dc9b0bbc,1990
Jon Bon Jovi,Blaze Of Glory,5903,71379cb94f6026366cc02c2e752999334cb64a10,1990
Whitney Houston,I'm Your Baby Tonight,5904,ee5f76ffd95d70a1d7089b1b55db61f88cc876c6,1990
Maxi Priest,Close To You,5905,f9d7b6c7f723b24634c62d849f78b2d655e3c82b,1990
James Ingram,I Don't Have The Heart,5906,fee68e81806323b6be017a5c01fecf5e1d3726b0,1990
Vanilla Ice,Ice Ice Baby,5907,0e7c0ced721433cdd0a6c6349843331be905fe83,1990
Nelson,Can't Live Without Your Love And Affection,5908,0eea55a00202a0ea3978450cb0e67ebbf3af4955,1990
Sweet Sensation,If Wishes Came True,5909,83b00ea1ea65ba78b1897795278ea3d81c4fce60,1990
Taylor Dayne,Love Will Lead You Back,5910,6b61ae1350c16e2118812ba93270dec7621292ab,1990
George Michael,Praying For Time,5911,be0abe0726a0f29812d7ad49a89f0879483d2f09,1990
Tommy Page,I'll Be Your Everything,5912,6771d45a5cff18b8428144a0ccc217c86edfd422,1990
Janet Jackson,Black Cat,5913,4d6f1cee2a7147f7de98218fae38cafa410437ea,1990
Jane Child,Don't Wanna Fall In Love,5914,60f969b8e7fffa0285d47292d83ec527e6000774,1990
Technotronic,Pump Up The Jam,5915,069a5b6163d6324cbe7bfde5079e4d177b78975f,1990
Heart,All I Wanna Do Is Make Love To You,5916,58a2aa9fe7128795574569c1ad1113759ce73c0f,1990
Seduction,Two To Make It Right,5917,61300bc041c687ac8cbe55a4537c3a720b34b0a5,1990
Janet Jackson,Rhythm Nation,5918,4e51d9d01f5e8d90debd6cd560a1221e0bed341f,1989
Roxette,Dangerous,5919,544856e0d48f946619a3384908a8fb0d41af639d,1990
Janet Jackson,Come Back To Me,5920,bc51c5f74b5bda5c41ad81cac316cd45125080b2,1990
M.C. Hammer,Pray,5921,5725645563ca09062d8fc66429c938d903318ec5,1990
Bette Midler,From A Distance,5922,3c1aab17a16e1a962d8ea15ce33d3c68b20a59d2,1990
Billy Idol,Cradle Of Love,5923,34ba80240dfbe70884b1893d847957edeaee5f69,1990
En Vogue,Hold On,5924,d96d81ed15b1dbc0ca1fa4069a80234f47bea341,1990
Snap!,The Power,5925,34739f1c145211dde168db0495efc5db3f356336,1990
Calloway,I Wanna Be Rich,5926,535649579f84207c78dded5c45e3e26b06c988fe,1990
Alias,More Than Words Can Say,5927,f2dd881db53f2228a5480ba760417d9bceca3fd9,1990
Bell Biv DeVoe,Poison,5928,1fdc4d355b6ddcdafb60d0c1541e3c3c2afc2e8a,1990
Bell Biv DeVoe,Do Me!,5929,1601f073858a800d045c132d4024eb5a91633bd4,1990
Lisa Stansfield,All Around The World,5930,6d0409b51a9fc100a023fde590194ca73c572e26,1990
Rod Stewart,Downtown Train,5931,d597ff73c3a7fa973b3bf9efe11988c2cfc3ebcd,1990
Johnny Gill,Rub You The Right Way,5932,49e6adcc26f6c8304a5119b4398ece19d1412374,1990
"B-52's, The",Roam,5933,de59d82cc147642543a65f896964dad66601c4dd,1990
Poison,Unskinny Bop,5934,1e04a8dceb9fa390fbead576194851ce3a317579,1990
Michael Bolton,How Can We Be Lovers,5935,4e653df15f1cf01c662a406d3d4ea35ca11ab40c,1990
Phil Collins,I Wish It Would Rain Down,5936,7dac94d077c565a2a46321333bb86e6cf00563df,1990
Deee-Lite,Groove Is In The Heart,5937,d10177c88feff3b08c5b6dc9dbb9ba4a2f3fd5da,1990
Pebbles,Giving You The Benefit,5938,2b81647860aed632d2986ac45fac81336db19760,1990
Wilson Phillips,Impulsive,5939,3dd8dfe60e5b9de029c1bd373aaca66b6f44a799,1990
Jody Watley,Everything,5940,7a5208eb9320ecdec496578ee503df4fc4ab6780,1990
Janet Jackson,Alright,5941,ab47492e3aba8a1ac8f99a33373087b53a520cca,1990
Poison,Something To Believe In,5942,1b7403443a74268170e454a59bf48b6be907e8f0,1990
M.C. Hammer,Have You Seen Her,5943,c356fdd2eb11dc32e4e0bf6346332b781ed5b8cc,1990
Phil Collins,Do You Remember?,5944,9342e80fc86a33052fd78803af006c6488fd52bd,1990
Phil Collins,Something Happened On The Way To Heaven,5945,c0b4c2e876d60526ba234b3f22b9bce61e1cd210,1990
Taylor Dayne,I'll Be Your Shelter,5946,557c4acf0d60362cbd5b08666aa0f184dfd66fe4,1990
Milli Vanilli,All Or Nothing,5947,34647245c919023de5e73b2085f925da438f6f39,1990
Aerosmith,Janie's Got A Gun,5948,5e78d33e922e83f09fbe541f9ad31130392cf3de,1990
Phil Collins,Another Day In Paradise,6265,81f19fb254356baacb17ac1ccf0205714d75bd29,1989
Janet Jackson,Miss You Much,6266,64fcfc71e36401cc93a739a69b2b7fc5e1d2696b,1989
Paula Abdul,Straight Up,6267,2aef58727efcc1ae26122988259e96a7e6be397d,1989
Richard Marx,Right Here Waiting,6268,894e2925f04ed4276f7cdeb0eade5bff4f79fe9a,1989
Debbie Gibson,Lost In Your Eyes,6269,c6d882be38960697c7db8cbc4084dd7d1e1612cf,1989
Madonna,Like A Prayer,6270,b56a70770267b00ccae13c2e8c8a34ed54627d02,1989
Billy Joel,We Didn't Start The Fire,6271,7feabcc10f8859279240aa41d36a7a6b8fc87805,1989
Phil Collins,Two Hearts,6272,998322d1dc2355b0909493de2c40649234d50663,1989
Bad English,When I See You Smile,6273,fcd83dd2cfd6bf78eadb6aa586eeb30081cf86d0,1989
Milli Vanilli,Blame It On The Rain,6274,2c5217d8957d15c2f177e0ab21f2a7450dc0be2c,1989
Paula Abdul,Forever Your Girl,6275,5502f7be6c51d1d029343563ea301849e0b4d5d0,1989
Milli Vanilli,Girl I'm Gonna Miss You,6276,d45fcdc0dff396826b50f1f859040265e3225c1c,1989
Martika,Toy Soldiers,6277,b9d15ae2b8ddfa4070ad0bd13a383e3348aa38fe,1989
Paula Abdul,Cold Hearted,6278,0115e602f170e642fe3c1259650ab38fd3c8a0fc,1989
Gloria Estefan,Don't Wanna Lose You,6279,428aded1de23e29ce2e7840a23d813f02d721b73,1989
Bette Midler,Wind Beneath My Wings,6280,e202bdfd8169b84f0877e20c6d33be494130ecaf,1989
Bobby Brown,My Prerogative,6281,16279a33dc286f3fc67175f28ede1f91c04381fc,1988
Fine Young Cannibals,She Drives Me Crazy,6282,5d64841dc688ea3b0d1f8e0c0790dc6c032614df,1989
Roxette,The Look,6283,d7698dbbf903869aeecc6cd749b1eed113adf71c,1989
Simply Red,If You Don't Know Me By Now,6284,4c879e0a921bd862747be851fb64e071a1ab6d52,1989
Roxette,Listen To Your Heart,6285,0e4f8623b2ed598773d6a18d100f3992e13b560f,1989
New Kids On The Block,I'll Be Loving You ,6286,c0e594fe46cd4af84ac3057419627c5abd785198,1989
Milli Vanilli,Baby Don't Forget My Number,6287,4925be5799775412e0fdc7463a1fc8e0ea968ad7,1989
Mike + The Mechanics,The Living Years,6288,ccf72bbca00771246541eb6fa5514189045ab602,1989
Bangles,Eternal Flame,6289,c558bc461278efa0159e732a1eb8e314ed1758f9,1989
Bon Jovi,I'll Be There For You,6290,279c9f079d7a2113bc94ee7ab93877c1759a9397,1989
Fine Young Cannibals,Good Thing,6291,d4b04778f1c09aeea70f3bae23b4baf3ee846466,1989
New Kids On The Block,Hangin' Tough,6292,7f47e9eefcbe1c5c5ac5b20b759f05271d06bbaa,1989
Sheriff,When I'm With You,6294,ad093e19dc2e9e6f31bb5dfdec76c1583a985244,1989
Michael Damian,Rock On,6295,0e9ed3c215791366fa7e0ded63e517d7707010c3,1989
Richard Marx,Satisfied,6296,c391927039118a3d89d11fa9beaf597d0d44ef47,1989
Bobby Brown,On Our Own,6297,0d467e9cb82dbc52523990c0b508c744a5d3cbdb,1989
Linda Ronstadt,Don't Know Much,6298,3d3426b0f1542114b4c4d246f33a3c72b4b071d8,1989
Warrant,Heaven,6299,cdd8ad1862d89f1948a143a5b6dfc9b45da7b6c5,1989
Jody Watley,Real Love,6300,1d3f2aab46d0c806505ede9cc1d20958eec4f57c,1989
Madonna,Cherish,6301,a54cc01ec87efece613d618cdaba663ee3f8440a,1989
Madonna,Express Yourself,6302,6e619b960426be52efd93538f82f324103b20bfc,1989
Milli Vanilli,Girl You Know It's True,6303,cba566b01ba672fc143dcfaa3945c99bd594a60f,1989
Taylor Dayne,Don't Rush Me,6304,81de5caea655e9613f0772057952084dc591d95b,1989
Tone Loc,Wild Thing,6305,a96b2daba7f9562a3f0050af2e5a56bdf3d41e15,1989
Donny Osmond,Soldier Of Love,6306,b24242b5cbb0bab3bd063610d62090d066d3a2a3,1989
Sheena Easton,The Lover In Me,6307,222cc047da3eb16b1d5f704ce37b4508fcd9b1e2,1989
